,Clean_Text
6382,time injured playing football School Blantyre brought hospital leg totally swollen xrays confirmed fracture collection blood n muscles feared started incise swollen surgical blade
6383,day angry food eaten dog anger mother careless food hidden proper place
6384,day came certain boy intruding friendship lovers girlfriend sad expect girl disappoint regarded faithful
6385,time hospital passed near intensive care room offensive smell came disgusted way dare enter room
6386,occasion ashamed refused proposal friendship certain girl ashamed refused publically presence fellow friends
6387,stole fathers money denied it Instead father threatened young brother beaten innocent felt guilty
6388,selected start Form Chilumba Secondary School 100 pupils 4 successful Family History showed better brothers passed repeating times
6389,went fishing 5 8 kilometers shore Lake Malawi settle lake rough point threatening lives
6390,angered classmate poured soup clothes trying use shortcut method getting supper Coming back noticed retreating hungry congested people knocked plate head accept wrong blamed pouring soup
6391,sad MCE grades out gone football match mile away home mail found there disappointed play half match
6392,dancing Malipenga (traditional dance) exaggerated steps supposed negative way happened spectators bad Boma (group) line ability displayed ability counts choosing winning side
6393,News spread found sexual intercourse small girl annoyed later ashamed people believe it
6394,argued father matters concerning marriage Traditionally speaking supposed to felt guilty violating traditions hold esteem
6395,passed MCE Examination worried heard joy heart arranged trip attend wedding ceremony
6396,studying class night Form II then rumours earthquake night dogs chasing passed window outside classroom saw dogs thought lion terrified Trying run away desks dragged shaking movement thought earthquake jumped window
6397,told lie stolen money
6398,Uncle beaten troublesome son fell unconscious gained consciousness time time school news reached someone
6399,felt disgust received visitors odd hour seriously preparing Examinations appreciate coming
6400,answered certain question Dr Maqgda wrongly asked Femur answer saying concerning brain ashamed friends
6401,wrote bad letter concerning relationship created ourselves
6402,met certain lady Mchesi proposed word love time accepted proposal
6403,father gave money school fees pay school fees instead spent beer tell this
6404,cup final match Limbe Leaf Wanderers Silver Strikers promised money admission fee watch game Unfortunately me
6405,received bad news informing grandmother grandfather passed away die grandmother days grandfather died too
6406,happened best friends took shirt knowledge days short clothes
6407,highheeled shoes time certain girl saw shoes told fashion looked old man shoes
6408,happened met teachers town working hours badness ask permission guiltyconscious
6409,Passing difficult examination expect  MCE
6410,going Area 10 dog chased me afraid bite me
6411,Brother took money use purposes
6412,hearing news death sister felt sad
6413,buying ticket lost reached destination bus Inspector dropped place know
6414,ashamed friend beat school defeated
6415,hit cousin badly threw away dresses pitlatrine little girl fainted
6416,selected University College Nursing
6417,relatives went night leaving friend alone cheated parents out heard out afraid beaten me
6418,took writing materials write Examinations minutes
6419,failed Standard 8 Examination time
6420,boy refused lover told friends girl refused faithful him
